"Type","Sao","Cung","Chi","Text"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Mệnh","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Phụ Mẫu","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Phúc Đức","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Điền Trạch","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Quan Lộc","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Nô Bộc","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Thiên Di","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Tật Ách","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Tài Bạch","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Tử Tức","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Phu Thê","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Tý","Thái Âm và Thất Sát đồng cung tại Tý"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Sửu","Thái Âm và Thất Sát đồng cung tại Sửu"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Dần","Thái Âm và Thất Sát đồng cung tại Dần"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Mão","Thái Âm và Thất Sát đồng cung tại Mão"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Thìn","Thái Âm và Thất Sát đồng cung tại Thìn"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Tỵ","Thái Âm và Thất Sát đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Ngọ","Thái Âm và Thất Sát đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Mùi","Thái Âm và Thất Sát đồng cung tại Mùi"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Thân","Thái Âm và Thất Sát đồng cung tại Thân"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Dậu","Thái Âm và Thất Sát đồng cung tại Dậu"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Tuất","Thái Âm và Thất Sát đồng cung tại Tuất"
"Chính tinh","Thái Âm + Thất Sát","Huynh Đệ","Hợi","Thái Âm và Thất Sát đồng cung tại Hợi"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Tý","Thái Âm và Phá Quân đồng cung tại Tý"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Sửu","Thái Âm và Phá Quân đồng cung tại Sửu"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Dần","Thái Âm và Phá Quân đồng cung tại Dần"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Mão","Thái Âm và Phá Quân đồng cung tại Mão"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Thìn","Thái Âm và Phá Quân đồng cung tại Thìn"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Tỵ","Thái Âm và Phá Quân đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Ngọ","Thái Âm và Phá Quân đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Mùi","Thái Âm và Phá Quân đồng cung tại Mùi"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Thân","Thái Âm và Phá Quân đồng cung tại Thân"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Dậu","Thái Âm và Phá Quân đồng cung tại Dậu"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Tuất","Thái Âm và Phá Quân đồng cung tại Tuất"
"Chính tinh","Thái Âm + Phá Quân","Mệnh","Hợi","Thái Âm và Phá Quân đồng cung tại Hợi"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Tý","Thái Âm và Phá Quân đồng cung tại Tý"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Sửu","Thái Âm và Phá Quân đồng cung tại Sửu"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Dần","Thái Âm và Phá Quân đồng cung tại Dần"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Mão","Thái Âm và Phá Quân đồng cung tại Mão"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Thìn","Thái Âm và Phá Quân đồng cung tại Thìn"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Tỵ","Thái Âm và Phá Quân đồng cung tại Tỵ"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Ngọ","Thái Âm và Phá Quân đồng cung tại Ngọ"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Mùi","Thái Âm và Phá Quân đồng cung tại Mùi"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Thân","Thái Âm và Phá Quân đồng cung tại Thân"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Dậu","Thái Âm và Phá Quân đồng cung tại Dậu"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Tuất","Thái Âm và Phá Quân đồng cung tại Tuất"
"Chính tinh","Thái Âm + Phá Quân","Phụ Mẫu","Hợi","Thái Âm và Phá Quân đồng cung tại Hợi"
